embedding,stop_words,lemmatization,hidden_dim,lstm_stack,dropout,sample_weights,trainable,accuracy,precision_0,precision_1,precision_2,precision_macro,recall_0,recall_1,recall_2,recall_macro,f1_0,f1_1,f1_2,f1_macro
glove,False,False,64,True,True,False,True,0.9735403726708075,0.9845107122177186,0.9071661237785016,0.9071969696969697,0.9329579352310633,0.98894866947797,0.889776357827476,0.8756855575868373,0.9181368616307611,0.9867247007616976,0.8983870967741935,0.8911627906976743,0.9254248627445217
glove,False,False,64,True,True,False,False,0.9640993788819876,0.9899556868537667,0.841246290801187,0.8118811881188119,0.8810277219245884,0.9745528573505889,0.9057507987220448,0.8994515539305301,0.9265850700010546,0.982193888766762,0.8723076923076923,0.8534258456201215,0.9026424755648587
glove,False,False,64,False,True,True,True,0.2818633540372671,0.967400162999185,0.09521484375,0.7319587628865979,0.598191256545261,0.17260433328486258,0.9345047923322684,0.9085923217550275,0.6719004824573861,0.2929417571569595,0.17282127031019204,0.8107667210440457,0.42550991617039907
glove,False,False,64,False,True,True,False,0.26111801242236027,0.9661016949152542,0.09302701828183142,0.620817843866171,0.5599821856877522,0.1491929620474044,0.9185303514376997,0.9159049360146252,0.6612094164999097,0.25847084015619104,0.16894373439106802,0.740029542097489,0.38914803888158267
glove,False,False,64,False,True,False,True,0.968944099378882,0.9853112274578243,0.8980263157894737,0.8462897526501767,0.9098757652991581,0.9851679511414861,0.8722044728434505,0.8756855575868373,0.9110193271905914,0.9852395840907437,0.8849270664505673,0.8607367475292004,0.9103011326901704
glove,False,False,64,False,True,False,False,0.9582608695652174,0.9841316485454011,0.8260211800302572,0.8061749571183533,0.8721092618980039,0.9739712083757452,0.8722044728434505,0.8592321755027422,0.9018026189073126,0.979025067602134,0.8484848484848484,0.831858407079646,0.8864561077222094
glove,False,True,128,True,True,True,True,0.2960248447204969,0.9695167286245353,0.09553615549332894,0.7870662460567823,0.6173730433915489,0.18961756579904027,0.9265175718849841,0.9122486288848263,0.6761279221896168,0.3171977621016784,0.17321188591906825,0.8450465707027942,0.4451520729078469
glove,False,True,128,True,True,True,False,0.271304347826087,0.9908759124087592,0.7286432160804021,0.08411822020136409,0.6012124495635084,0.15791769667005962,0.9265175718849841,0.946983546617916,0.6771396050576532,0.27241941552740495,0.8157524613220816,0.15451155853840418,0.41422781179596363
glove,False,True,128,True,True,False,True,0.9732919254658385,0.9856355194428322,0.9086460032626428,0.8899082568807339,0.9280632598620696,0.9877853715282827,0.889776357827476,0.886654478976234,0.921405402777331,0.9867092744571138,0.8991121872477805,0.8882783882783882,0.9246999499944275
glove,False,True,128,True,True,False,False,0.962111801242236,0.9883823529411765,0.8086330935251799,0.8324324324324325,0.8764826262995963,0.9773156899810964,0.8977635782747604,0.8446069469835467,0.9065620717464679,0.9828178694158075,0.8508705526116578,0.838475499092559,0.8907213070400082
glove,False,True,128,False,True,True,True,0.29080745341614905,0.9721577726218097,0.8038674033149171,0.08320901707276646,0.6197447310031644,0.182783190344627,0.9297124600638977,0.9177330895795247,0.6767429133293499,0.3077111383108935,0.8622222222222222,0.15258358662613983,0.4408389823864185
glove,False,True,128,False,True,True,False,0.25440993788819877,0.9738430583501007,0.0932741116751269,0.6542553191489362,0.5737908297247213,0.140759051912171,0.939297124600639,0.8994515539305301,0.6598359101477801,0.24596620505653666,0.16969696969696968,0.7575057736720555,0.39105631614185393
glove,False,True,128,False,True,False,True,0.9703105590062112,0.9846287703016241,0.8923327895595432,0.8761552680221811,0.9177056092944494,0.9873491347971499,0.8738019169329073,0.8665447897623401,0.9092319471641325,0.9859870761635083,0.8829701372074253,0.8713235294117646,0.9134269142608994
glove,False,True,128,False,True,False,False,0.9571428571428572,0.9881604262246559,0.853035143769968,0.7406296851574213,0.860608418384015,0.9709175512578159,0.853035143769968,0.903107861060329,0.9090201853627043,0.979463106938536,0.8530351437699679,0.813838550247117,0.882112266985207
glove,False,False,128,True,True,True,True,0.29850931677018633,0.9780966767371602,0.09756498848305363,0.7947530864197531,0.623471583879989,0.188308855605642,0.9472843450479234,0.9414990859232175,0.6923640955255944,0.3158151444945738,0.17690930787589498,0.8619246861924685,0.45154971285431245
glove,False,False,128,True,True,True,False,0.28074534161490683,0.9823973176865046,0.09509946627850557,0.7418397626112759,0.6064455155254288,0.17042314962919877,0.939297124600639,0.9140767824497258,0.6745990188931877,0.2904584882280049,0.1727125862828609,0.8190008190008191,0.4273906311705617
glove,False,False,128,True,True,False,True,0.9736645962732919,0.9899078543220711,0.8919753086419753,0.8707964601769912,0.9175598743803458,0.9841500654355096,0.9233226837060703,0.8994515539305301,0.93564143435737,0.9870205629283944,0.9073783359497645,0.8848920863309352,0.9264303284030313
glove,False,False,128,True,True,False,False,0.9659627329192546,0.9911543564794338,0.8323615160349854,0.8296041308089501,0.8843733344411232,0.9776065144685182,0.9121405750798722,0.8811700182815356,0.9236390359433088,0.9843338213762811,0.8704268292682927,0.8546099290780143,0.903123526574196
glove,False,False,128,False,True,True,True,0.2914285714285714,0.9643669446550417,0.7980769230769231,0.0821256038647343,0.614856490532233,0.18496437400029084,0.9281150159744409,0.9012797074954296,0.6714530324900538,0.3103953147877014,0.8581979320531758,0.15053435114503816,0.43970919932863844
glove,False,False,128,False,True,True,False,0.25888198757763975,0.9776046738072055,0.09334625322997415,0.6040914560770156,0.5583474610380651,0.14599389268576415,0.9233226837060703,0.9177330895795247,0.6623498886571197,0.25404858299595146,0.16955118803168082,0.7285921625544267,0.3840639778606863
glove,False,False,128,False,True,False,True,0.9686956521739131,0.9854545454545455,0.8632872503840245,0.8797709923664122,0.9095042627349942,0.9851679511414861,0.8977635782747604,0.8427787934186471,0.9085701076116313,0.9853112274578244,0.880187940485513,0.8608776844070962,0.9087922841168111
glove,False,False,128,False,True,False,False,0.9595031055900621,0.9860150154570881,0.839258114374034,0.7918032786885246,0.8723588028398822,0.9739712083757452,0.8674121405750799,0.8829981718464351,0.9081271735990867,0.9799561082662765,0.8531029065200314,0.8349178910976665,0.8893256352946581
fasttext,False,True,32,True,True,True,True,0.9628571428571429,0.9798521524858675,0.9046762589928058,0.8201680672268907,0.9015654929018547,0.9829867674858223,0.8035143769968051,0.8921389396709324,0.8928800280511866,0.981416957026713,0.8510998307952622,0.8546409807355516,0.8957192561858424
fasttext,False,True,32,True,True,True,False,0.2813664596273292,0.9713349713349714,0.09474028095393662,0.7057991513437057,0.5906248012108714,0.17245892104115165,0.9265175718849841,0.9122486288848263,0.6704083739369873,0.2929118300815016,0.17190278601066983,0.7958532695374799,0.4202226285432171
fasttext,False,True,32,True,True,False,True,0.9645962732919254,0.9767207932174163,0.9240986717267552,0.8528368794326241,0.9178854481255985,0.9883670205031264,0.7779552715654952,0.8793418647166362,0.8818880522617526,0.982509395779127,0.844752818733738,0.8658865886588659,0.8977162677239102
